,amount,asset,date,signer,sender
11497,0.01,SOL,2022-01-12,HJftWPS4rp1Px4TvirT1QmLR58xNPwTL1mMKg2CvyBtk,HJftWPS4rp1Px4TvirT1QmLR58xNPwTL1mMKg2CvyBtk
11498,0.01,SOL,2022-01-12,HJftWPS4rp1Px4TvirT1QmLR58xNPwTL1mMKg2CvyBtk,HJftWPS4rp1Px4TvirT1QmLR58xNPwTL1mMKg2CvyBtk
11499,30.0,SOL,2022-01-12,HMKHFKWLU6SVxTWGcDSTNpLywZNq8KyrYRaHQzFHyddD,HMKHFKWLU6SVxTWGcDSTNpLywZNq8KyrYRaHQzFHyddD
11500,30.0,SOL,2022-01-12,HMKHFKWLU6SVxTWGcDSTNpLywZNq8KyrYRaHQzFHyddD,HMKHFKWLU6SVxTWGcDSTNpLywZNq8KyrYRaHQzFHyddD
11501,3.267,SOL,2022-01-12,HUC3k92XAFqR1ttMU3iBUgUfAQ8QGmEJ26WvfvwWFqd,HUC3k92XAFqR1ttMU3iBUgUfAQ8QGmEJ26WvfvwWFqd
11502,3.267,SOL,2022-01-12,HUC3k92XAFqR1ttMU3iBUgUfAQ8QGmEJ26WvfvwWFqd,HUC3k92XAFqR1ttMU3iBUgUfAQ8QGmEJ26WvfvwWFqd
11503,10.0,SOL,2022-01-12,HkJ83GMTxpRjRUHmG5rRpXY7MDUo7LAS566NvDosN9UE,HkJ83GMTxpRjRUHmG5rRpXY7MDUo7LAS566NvDosN9UE
11504,10.0,SOL,2022-01-12,HkJ83GMTxpRjRUHmG5rRpXY7MDUo7LAS566NvDosN9UE,HkJ83GMTxpRjRUHmG5rRpXY7MDUo7LAS566NvDosN9UE
11505,20.0,SOL,2022-01-12,Ht2QQ7zFBv91cJuV7GmTaDFBGiKKszwo9uzbYK6VZdEa,Ht2QQ7zFBv91cJuV7GmTaDFBGiKKszwo9uzbYK6VZdEa
11506,20.0,SOL,2022-01-12,Ht2QQ7zFBv91cJuV7GmTaDFBGiKKszwo9uzbYK6VZdEa,Ht2QQ7zFBv91cJuV7GmTaDFBGiKKszwo9uzbYK6VZdEa
11507,0.01,SOL,2022-01-12,HwHTZsMBqZGdjrs6ULDmhYJ8MjyRN8abt9mSQcnsmEcT,HwHTZsMBqZGdjrs6ULDmhYJ8MjyRN8abt9mSQcnsmEcT
11508,0.01,SOL,2022-01-12,HwHTZsMBqZGdjrs6ULDmhYJ8MjyRN8abt9mSQcnsmEcT,HwHTZsMBqZGdjrs6ULDmhYJ8MjyRN8abt9mSQcnsmEcT
11509,3.0,SOL,2022-01-12,J3eJaLf97zUeWwQ2D5JChj4t5dBvYeVs5KzwQCxe3HZM,J3eJaLf97zUeWwQ2D5JChj4t5dBvYeVs5KzwQCxe3HZM
11510,3.0,SOL,2022-01-12,J3eJaLf97zUeWwQ2D5JChj4t5dBvYeVs5KzwQCxe3HZM,J3eJaLf97zUeWwQ2D5JChj4t5dBvYeVs5KzwQCxe3HZM
11511,2.0,SOL,2022-01-12,J5nvCdysjMiYXMV6EtwT8TERjYQEtrbiwRzDfjjL3tNg,J5nvCdysjMiYXMV6EtwT8TERjYQEtrbiwRzDfjjL3tNg
11512,2.0,SOL,2022-01-12,J5nvCdysjMiYXMV6EtwT8TERjYQEtrbiwRzDfjjL3tNg,J5nvCdysjMiYXMV6EtwT8TERjYQEtrbiwRzDfjjL3tNg
11513,0.6,SOL,2022-01-12,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN
11514,0.6,SOL,2022-01-12,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN
11515,1.0,SOL,2022-01-12,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs
11516,1.0,SOL,2022-01-12,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs
11517,128.911,SOL,2022-01-12,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT
11518,128.911,SOL,2022-01-12,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT
11519,15.0,SOL,2022-01-12,JCeJnA4LBRa226h44FHWEmsujQ8Y22nagZsJExkJfvRz,JCeJnA4LBRa226h44FHWEmsujQ8Y22nagZsJExkJfvRz
11520,15.0,SOL,2022-01-12,JCeJnA4LBRa226h44FHWEmsujQ8Y22nagZsJExkJfvRz,JCeJnA4LBRa226h44FHWEmsujQ8Y22nagZsJExkJfvRz
11521,4.0,SOL,2022-01-12,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ
11522,4.0,SOL,2022-01-12,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ,QJb7SFP7VfiW8gfXjPMKrNKdZBuAcVVSh8Z37TJP9RJ
11523,0.2,SOL,2022-01-13,2Cv6gZZk1LKasmC5WBXEfYgPoS8AJhewQFbwFeyWz8w9,2Cv6gZZk1LKasmC5WBXEfYgPoS8AJhewQFbwFeyWz8w9
11524,0.2,SOL,2022-01-13,2Cv6gZZk1LKasmC5WBXEfYgPoS8AJhewQFbwFeyWz8w9,2Cv6gZZk1LKasmC5WBXEfYgPoS8AJhewQFbwFeyWz8w9
11525,0.296,SOL,2022-01-13,2FivCY3mKPkeWZSB7dxptzsbPz6zUVnRbUaWKPonJgDf,2FivCY3mKPkeWZSB7dxptzsbPz6zUVnRbUaWKPonJgDf
11526,0.296,SOL,2022-01-13,2FivCY3mKPkeWZSB7dxptzsbPz6zUVnRbUaWKPonJgDf,2FivCY3mKPkeWZSB7dxptzsbPz6zUVnRbUaWKPonJgDf
11527,1.0,SOL,2022-01-13,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1
11528,1.0,SOL,2022-01-13,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1,2Ha1fyfh7NUy1nywtsMkqgQXBTbT3RdvPHM6tS4TcLd1
11529,28.129,SOL,2022-01-13,2Qyjj3sSwU2nZNHyfWU5jdpAtUNQkc5bKtvRUaByEBsh,2Qyjj3sSwU2nZNHyfWU5jdpAtUNQkc5bKtvRUaByEBsh
11530,28.129,SOL,2022-01-13,2Qyjj3sSwU2nZNHyfWU5jdpAtUNQkc5bKtvRUaByEBsh,2Qyjj3sSwU2nZNHyfWU5jdpAtUNQkc5bKtvRUaByEBsh
11531,0.7,SOL,2022-01-13,2Vmg2nSWepPnBnwJViNGkq9KKVQA8qNLdGsEF9BHuSsR,2Vmg2nSWepPnBnwJViNGkq9KKVQA8qNLdGsEF9BHuSsR
11532,0.7,SOL,2022-01-13,2Vmg2nSWepPnBnwJViNGkq9KKVQA8qNLdGsEF9BHuSsR,2Vmg2nSWepPnBnwJViNGkq9KKVQA8qNLdGsEF9BHuSsR
11533,0.4,SOL,2022-01-13,2WobKrHvenN7m5ctpit6rEH4F5xUFF59akTQPGvpDG8J,2WobKrHvenN7m5ctpit6rEH4F5xUFF59akTQPGvpDG8J
11534,0.4,SOL,2022-01-13,2WobKrHvenN7m5ctpit6rEH4F5xUFF59akTQPGvpDG8J,2WobKrHvenN7m5ctpit6rEH4F5xUFF59akTQPGvpDG8J
11535,10.0,SOL,2022-01-13,2ZqsFBE1owEhrKvMuTaFPUWnZgKav9tYRkyduixAFovW,2ZqsFBE1owEhrKvMuTaFPUWnZgKav9tYRkyduixAFovW
11536,10.0,SOL,2022-01-13,2ZqsFBE1owEhrKvMuTaFPUWnZgKav9tYRkyduixAFovW,2ZqsFBE1owEhrKvMuTaFPUWnZgKav9tYRkyduixAFovW
11537,0.999,SOL,2022-01-13,34zpUSwzasQMfG86eDeyxfVuwvewR3SJub4BegWFY4nn,34zpUSwzasQMfG86eDeyxfVuwvewR3SJub4BegWFY4nn
11538,0.999,SOL,2022-01-13,34zpUSwzasQMfG86eDeyxfVuwvewR3SJub4BegWFY4nn,34zpUSwzasQMfG86eDeyxfVuwvewR3SJub4BegWFY4nn
11539,0.01,SOL,2022-01-13,3Aiju5xattFyc3oU9SY7onZvAnnwChFdhrd9kDpPeFhx,3Aiju5xattFyc3oU9SY7onZvAnnwChFdhrd9kDpPeFhx
11540,0.01,SOL,2022-01-13,3Aiju5xattFyc3oU9SY7onZvAnnwChFdhrd9kDpPeFhx,3Aiju5xattFyc3oU9SY7onZvAnnwChFdhrd9kDpPeFhx
11541,0.2,SOL,2022-01-13,3B6MiTaCsdBqr3yFYfes7nDE2eu2Hty7bWbxwM44FTRx,3B6MiTaCsdBqr3yFYfes7nDE2eu2Hty7bWbxwM44FTRx
11542,0.2,SOL,2022-01-13,3B6MiTaCsdBqr3yFYfes7nDE2eu2Hty7bWbxwM44FTRx,3B6MiTaCsdBqr3yFYfes7nDE2eu2Hty7bWbxwM44FTRx
11543,1.0,SOL,2022-01-13,3DecjpcwcMwDSDVxk7FiBMUvTwjRPcWaS1gv8aiuBAM9,3DecjpcwcMwDSDVxk7FiBMUvTwjRPcWaS1gv8aiuBAM9
11544,1.0,SOL,2022-01-13,3DecjpcwcMwDSDVxk7FiBMUvTwjRPcWaS1gv8aiuBAM9,3DecjpcwcMwDSDVxk7FiBMUvTwjRPcWaS1gv8aiuBAM9
11545,80.0,SOL,2022-01-13,3HPKyTnCGPd2m9t5jYd37xd3tnwyxn4r1mYskvn64Lf2,3HPKyTnCGPd2m9t5jYd37xd3tnwyxn4r1mYskvn64Lf2
11546,80.0,SOL,2022-01-13,3HPKyTnCGPd2m9t5jYd37xd3tnwyxn4r1mYskvn64Lf2,3HPKyTnCGPd2m9t5jYd37xd3tnwyxn4r1mYskvn64Lf2
11547,45.0,SOL,2022-01-13,3NutQsoaJKNSGMaWBBfFz5qD9YNNRzeHbeBzU6yV37p5,3NutQsoaJKNSGMaWBBfFz5qD9YNNRzeHbeBzU6yV37p5
11548,45.0,SOL,2022-01-13,3NutQsoaJKNSGMaWBBfFz5qD9YNNRzeHbeBzU6yV37p5,3NutQsoaJKNSGMaWBBfFz5qD9YNNRzeHbeBzU6yV37p5
11549,5.0,SOL,2022-01-13,3bNXpgdyBZfFerDB4pkhmRhZGUQQamr7gwtvbf7y7JNK,3bNXpgdyBZfFerDB4pkhmRhZGUQQamr7gwtvbf7y7JNK
11550,5.0,SOL,2022-01-13,3bNXpgdyBZfFerDB4pkhmRhZGUQQamr7gwtvbf7y7JNK,3bNXpgdyBZfFerDB4pkhmRhZGUQQamr7gwtvbf7y7JNK
11551,0.1,SOL,2022-01-13,3eDXMB2zQ6E4eq4EzfSx1GHfjv9jyDn6E5t5apg4Nrq3,3eDXMB2zQ6E4eq4EzfSx1GHfjv9jyDn6E5t5apg4Nrq3
11552,0.1,SOL,2022-01-13,3eDXMB2zQ6E4eq4EzfSx1GHfjv9jyDn6E5t5apg4Nrq3,3eDXMB2zQ6E4eq4EzfSx1GHfjv9jyDn6E5t5apg4Nrq3
11553,5.0,SOL,2022-01-13,3eFaPcBZwrYRtnmEXi138TNEPgiLB4ZeM7Rnreb9DDb3,3eFaPcBZwrYRtnmEXi138TNEPgiLB4ZeM7Rnreb9DDb3
11554,5.0,SOL,2022-01-13,3eFaPcBZwrYRtnmEXi138TNEPgiLB4ZeM7Rnreb9DDb3,3eFaPcBZwrYRtnmEXi138TNEPgiLB4ZeM7Rnreb9DDb3
11555,1.0,SOL,2022-01-13,3iZ1yUssaxznna8MQAp42g95611cydw6hoA1863bQo3D,3iZ1yUssaxznna8MQAp42g95611cydw6hoA1863bQo3D
11556,1.0,SOL,2022-01-13,3iZ1yUssaxznna8MQAp42g95611cydw6hoA1863bQo3D,3iZ1yUssaxznna8MQAp42g95611cydw6hoA1863bQo3D
11557,15.055,SOL,2022-01-13,3qQhaXWK1iSBS9RsjvdzAEv6Tm4vKUBnpN6tUheZLp3Y,3qQhaXWK1iSBS9RsjvdzAEv6Tm4vKUBnpN6tUheZLp3Y
11558,15.055,SOL,2022-01-13,3qQhaXWK1iSBS9RsjvdzAEv6Tm4vKUBnpN6tUheZLp3Y,3qQhaXWK1iSBS9RsjvdzAEv6Tm4vKUBnpN6tUheZLp3Y
11559,1.55,SOL,2022-01-13,42BVFJFEYMiqurEEQh26Y9f8JaSat6u3eGpSgzTECjAM,42BVFJFEYMiqurEEQh26Y9f8JaSat6u3eGpSgzTECjAM
11560,1.55,SOL,2022-01-13,42BVFJFEYMiqurEEQh26Y9f8JaSat6u3eGpSgzTECjAM,42BVFJFEYMiqurEEQh26Y9f8JaSat6u3eGpSgzTECjAM
11561,5.5,SOL,2022-01-13,44AfGiLVwKKAMdkuDNuxgqnGa3zJosMge8ohCgUb1eFf,44AfGiLVwKKAMdkuDNuxgqnGa3zJosMge8ohCgUb1eFf
11562,5.5,SOL,2022-01-13,44AfGiLVwKKAMdkuDNuxgqnGa3zJosMge8ohCgUb1eFf,44AfGiLVwKKAMdkuDNuxgqnGa3zJosMge8ohCgUb1eFf
11563,0.03,SOL,2022-01-13,4KYCwoTfynFFBA1rj4XMDaeD8n4jRPRapT6RS68dSCws,4KYCwoTfynFFBA1rj4XMDaeD8n4jRPRapT6RS68dSCws
11564,0.03,SOL,2022-01-13,4KYCwoTfynFFBA1rj4XMDaeD8n4jRPRapT6RS68dSCws,4KYCwoTfynFFBA1rj4XMDaeD8n4jRPRapT6RS68dSCws
11565,9.5,SOL,2022-01-13,4Le9CDo1niJGQWB1WiY334QXGCy7FnatKqtbFWqwoub1,4Le9CDo1niJGQWB1WiY334QXGCy7FnatKqtbFWqwoub1
11566,9.5,SOL,2022-01-13,4Le9CDo1niJGQWB1WiY334QXGCy7FnatKqtbFWqwoub1,4Le9CDo1niJGQWB1WiY334QXGCy7FnatKqtbFWqwoub1
11567,0.5,SOL,2022-01-13,4QPYzi7KLJLdUm8ctGYvJev2v91z811UYYaSky4BPefL,4QPYzi7KLJLdUm8ctGYvJev2v91z811UYYaSky4BPefL
11568,0.5,SOL,2022-01-13,4QPYzi7KLJLdUm8ctGYvJev2v91z811UYYaSky4BPefL,4QPYzi7KLJLdUm8ctGYvJev2v91z811UYYaSky4BPefL
11569,1.1,SOL,2022-01-13,4QyJ6ZsxwLgCqWNyVXnuAnEMk9PSNJAmvRsqzEtaE2ob,4QyJ6ZsxwLgCqWNyVXnuAnEMk9PSNJAmvRsqzEtaE2ob
11570,1.1,SOL,2022-01-13,4QyJ6ZsxwLgCqWNyVXnuAnEMk9PSNJAmvRsqzEtaE2ob,4QyJ6ZsxwLgCqWNyVXnuAnEMk9PSNJAmvRsqzEtaE2ob
11571,0.32,SOL,2022-01-13,4YErwSeXskvRYXnf99FoZPZh5a5XtGxLDp8tTXvAHRbJ,4YErwSeXskvRYXnf99FoZPZh5a5XtGxLDp8tTXvAHRbJ
11572,0.32,SOL,2022-01-13,4YErwSeXskvRYXnf99FoZPZh5a5XtGxLDp8tTXvAHRbJ,4YErwSeXskvRYXnf99FoZPZh5a5XtGxLDp8tTXvAHRbJ
11573,0.03,SOL,2022-01-13,4aYT2YYrVVBHQLehPG6HxH2AkhTFiGT71VP8s3F8DdhZ,4aYT2YYrVVBHQLehPG6HxH2AkhTFiGT71VP8s3F8DdhZ
11574,0.03,SOL,2022-01-13,4aYT2YYrVVBHQLehPG6HxH2AkhTFiGT71VP8s3F8DdhZ,4aYT2YYrVVBHQLehPG6HxH2AkhTFiGT71VP8s3F8DdhZ
11575,0.329,SOL,2022-01-13,4dZzYDzxKGGL6bQzhPBS4vzAMJbUwkWnYtCHUEgoNdiz,4dZzYDzxKGGL6bQzhPBS4vzAMJbUwkWnYtCHUEgoNdiz
11576,0.329,SOL,2022-01-13,4dZzYDzxKGGL6bQzhPBS4vzAMJbUwkWnYtCHUEgoNdiz,4dZzYDzxKGGL6bQzhPBS4vzAMJbUwkWnYtCHUEgoNdiz
11577,23.327,SOL,2022-01-13,4kTDhzPBuCUd5b2QXgWF63rrmcKKicwLRWnvmS9XSmgk,4kTDhzPBuCUd5b2QXgWF63rrmcKKicwLRWnvmS9XSmgk
11578,23.327,SOL,2022-01-13,4kTDhzPBuCUd5b2QXgWF63rrmcKKicwLRWnvmS9XSmgk,4kTDhzPBuCUd5b2QXgWF63rrmcKKicwLRWnvmS9XSmgk
11579,0.07,SOL,2022-01-13,4kmncwQJYVFmiTGhEindQSFgxdwAM1gyPjVP3ajb7SaE,4kmncwQJYVFmiTGhEindQSFgxdwAM1gyPjVP3ajb7SaE
11580,0.07,SOL,2022-01-13,4kmncwQJYVFmiTGhEindQSFgxdwAM1gyPjVP3ajb7SaE,4kmncwQJYVFmiTGhEindQSFgxdwAM1gyPjVP3ajb7SaE
11581,0.3,SOL,2022-01-13,4qWzk4JP2gEsTP252Y4SJrjSmfRBxDfE4ZdbPmwavfb2,4qWzk4JP2gEsTP252Y4SJrjSmfRBxDfE4ZdbPmwavfb2
11582,0.3,SOL,2022-01-13,4qWzk4JP2gEsTP252Y4SJrjSmfRBxDfE4ZdbPmwavfb2,4qWzk4JP2gEsTP252Y4SJrjSmfRBxDfE4ZdbPmwavfb2
11583,0.982,SOL,2022-01-13,51zDn2MMtVxADPqUN8p9krUEQ8g3xYNG3op3FGSpMr4j,51zDn2MMtVxADPqUN8p9krUEQ8g3xYNG3op3FGSpMr4j
11584,0.982,SOL,2022-01-13,51zDn2MMtVxADPqUN8p9krUEQ8g3xYNG3op3FGSpMr4j,51zDn2MMtVxADPqUN8p9krUEQ8g3xYNG3op3FGSpMr4j
11585,57.0,SOL,2022-01-13,5DWohKLhkF4RaRCdSFERuwYYpBtMHkgSSGNBSx4KxpkZ,5DWohKLhkF4RaRCdSFERuwYYpBtMHkgSSGNBSx4KxpkZ
11586,57.0,SOL,2022-01-13,5DWohKLhkF4RaRCdSFERuwYYpBtMHkgSSGNBSx4KxpkZ,5DWohKLhkF4RaRCdSFERuwYYpBtMHkgSSGNBSx4KxpkZ
11587,0.5,SOL,2022-01-13,5Dh8rkVXWyVoPSdxV42CXhvSFtv32Hk8jvGBtUoNjtry,5Dh8rkVXWyVoPSdxV42CXhvSFtv32Hk8jvGBtUoNjtry
11588,0.5,SOL,2022-01-13,5Dh8rkVXWyVoPSdxV42CXhvSFtv32Hk8jvGBtUoNjtry,5Dh8rkVXWyVoPSdxV42CXhvSFtv32Hk8jvGBtUoNjtry
11589,1.32,SOL,2022-01-13,5FmXbyrYCMUMKFCpFFFfosnT5xH1rmrUPhExtHjTShz1,5FmXbyrYCMUMKFCpFFFfosnT5xH1rmrUPhExtHjTShz1
11590,1.32,SOL,2022-01-13,5FmXbyrYCMUMKFCpFFFfosnT5xH1rmrUPhExtHjTShz1,5FmXbyrYCMUMKFCpFFFfosnT5xH1rmrUPhExtHjTShz1
11591,25.0,SOL,2022-01-13,5Gqp58LHGqTVP79jKhzAt7ebJgs8G2oC2RNK2jzPmG5W,5Gqp58LHGqTVP79jKhzAt7ebJgs8G2oC2RNK2jzPmG5W
11592,25.0,SOL,2022-01-13,5Gqp58LHGqTVP79jKhzAt7ebJgs8G2oC2RNK2jzPmG5W,5Gqp58LHGqTVP79jKhzAt7ebJgs8G2oC2RNK2jzPmG5W
11593,34.0,SOL,2022-01-13,5N9PYi6HqCnksWxUU6Z3CCd8ACXYZHKW7ZKGou9th21Y,5N9PYi6HqCnksWxUU6Z3CCd8ACXYZHKW7ZKGou9th21Y
11594,34.0,SOL,2022-01-13,5N9PYi6HqCnksWxUU6Z3CCd8ACXYZHKW7ZKGou9th21Y,5N9PYi6HqCnksWxUU6Z3CCd8ACXYZHKW7ZKGou9th21Y
11595,0.05,SOL,2022-01-13,5Yxda7JZ8rFN7ZV2SeLRsHPfh8fTg7YBTa95zcgG8FGw,5Yxda7JZ8rFN7ZV2SeLRsHPfh8fTg7YBTa95zcgG8FGw
11596,0.05,SOL,2022-01-13,5Yxda7JZ8rFN7ZV2SeLRsHPfh8fTg7YBTa95zcgG8FGw,5Yxda7JZ8rFN7ZV2SeLRsHPfh8fTg7YBTa95zcgG8FGw
11597,0.2,SOL,2022-01-13,5whUxKoaeJsQjAiJcRpECie3jWED6AC3R7JPd2Kzv7aw,5whUxKoaeJsQjAiJcRpECie3jWED6AC3R7JPd2Kzv7aw
11598,0.2,SOL,2022-01-13,5whUxKoaeJsQjAiJcRpECie3jWED6AC3R7JPd2Kzv7aw,5whUxKoaeJsQjAiJcRpECie3jWED6AC3R7JPd2Kzv7aw
11599,1.0,SOL,2022-01-13,5xhkzxEKCC2FSQqB58DaMaA2JtWLe4U2SQ3t48o6v33b,5xhkzxEKCC2FSQqB58DaMaA2JtWLe4U2SQ3t48o6v33b
11600,1.0,SOL,2022-01-13,5xhkzxEKCC2FSQqB58DaMaA2JtWLe4U2SQ3t48o6v33b,5xhkzxEKCC2FSQqB58DaMaA2JtWLe4U2SQ3t48o6v33b
11601,1.0,SOL,2022-01-13,61shLWBDaZuFspCshkmvQycdQZemD5BPW33AN7ha46HG,61shLWBDaZuFspCshkmvQycdQZemD5BPW33AN7ha46HG
11602,1.0,SOL,2022-01-13,61shLWBDaZuFspCshkmvQycdQZemD5BPW33AN7ha46HG,61shLWBDaZuFspCshkmvQycdQZemD5BPW33AN7ha46HG
11603,12.78,SOL,2022-01-13,6DdactL36qrps7QcfGAc3DvBWK1mE9KgXTJHKgHZXbPX,6DdactL36qrps7QcfGAc3DvBWK1mE9KgXTJHKgHZXbPX
11604,12.78,SOL,2022-01-13,6DdactL36qrps7QcfGAc3DvBWK1mE9KgXTJHKgHZXbPX,6DdactL36qrps7QcfGAc3DvBWK1mE9KgXTJHKgHZXbPX
11605,2.0,SOL,2022-01-13,6fppTWRWwXjhAJ7r2UGV5oWyYPjRYLh7QVQ7hYXfZXWG,6fppTWRWwXjhAJ7r2UGV5oWyYPjRYLh7QVQ7hYXfZXWG
11606,2.0,SOL,2022-01-13,6fppTWRWwXjhAJ7r2UGV5oWyYPjRYLh7QVQ7hYXfZXWG,6fppTWRWwXjhAJ7r2UGV5oWyYPjRYLh7QVQ7hYXfZXWG
11607,5.0,SOL,2022-01-13,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr
11608,5.0,SOL,2022-01-13,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr,6p4mVwDKAZ5B3MVcGMHMrH9TWfRAmCLKaQfk5aVi9qZr
11609,0.01,SOL,2022-01-13,6rJzncczhAJTVvCtLfEdW33gat3CmT87yFEK36Y7wHZ9,6rJzncczhAJTVvCtLfEdW33gat3CmT87yFEK36Y7wHZ9
11610,0.01,SOL,2022-01-13,6rJzncczhAJTVvCtLfEdW33gat3CmT87yFEK36Y7wHZ9,6rJzncczhAJTVvCtLfEdW33gat3CmT87yFEK36Y7wHZ9
11611,750.0,SOL,2022-01-13,6rtCiz5aXcA5TKjXi1jMW8Gpt1XH4rPZnEktqfM2JBxK,6rtCiz5aXcA5TKjXi1jMW8Gpt1XH4rPZnEktqfM2JBxK
11612,750.0,SOL,2022-01-13,6rtCiz5aXcA5TKjXi1jMW8Gpt1XH4rPZnEktqfM2JBxK,6rtCiz5aXcA5TKjXi1jMW8Gpt1XH4rPZnEktqfM2JBxK
11613,2.2,SOL,2022-01-13,6zFJrtaGWCtUiy1DzLGQiM8w9yFae3r88DegMWzvLxPe,6zFJrtaGWCtUiy1DzLGQiM8w9yFae3r88DegMWzvLxPe
11614,2.2,SOL,2022-01-13,6zFJrtaGWCtUiy1DzLGQiM8w9yFae3r88DegMWzvLxPe,6zFJrtaGWCtUiy1DzLGQiM8w9yFae3r88DegMWzvLxPe
11615,0.7,SOL,2022-01-13,721jo43L2qJjDjKgBjDypf1TXgy73NGqr8EmnumVgU4t,721jo43L2qJjDjKgBjDypf1TXgy73NGqr8EmnumVgU4t
11616,0.7,SOL,2022-01-13,721jo43L2qJjDjKgBjDypf1TXgy73NGqr8EmnumVgU4t,721jo43L2qJjDjKgBjDypf1TXgy73NGqr8EmnumVgU4t
11617,0.358,SOL,2022-01-13,75MUMjeC1M9HXRd6Av51Ki3Sw8QUSWpw4WCEyNc4QhV1,75MUMjeC1M9HXRd6Av51Ki3Sw8QUSWpw4WCEyNc4QhV1
11618,0.358,SOL,2022-01-13,75MUMjeC1M9HXRd6Av51Ki3Sw8QUSWpw4WCEyNc4QhV1,75MUMjeC1M9HXRd6Av51Ki3Sw8QUSWpw4WCEyNc4QhV1
11619,0.5,SOL,2022-01-13,7DdgeT5xtR1ec2rgc6PK1vgYFouonDGNHjMKZ3q3KwSX,7DdgeT5xtR1ec2rgc6PK1vgYFouonDGNHjMKZ3q3KwSX
11620,0.5,SOL,2022-01-13,7DdgeT5xtR1ec2rgc6PK1vgYFouonDGNHjMKZ3q3KwSX,7DdgeT5xtR1ec2rgc6PK1vgYFouonDGNHjMKZ3q3KwSX
11621,0.005,SOL,2022-01-13,7EfahS6Y2qoGtcvDbqDrmwr6dzdVP9gLuK76dLpVFuca,7EfahS6Y2qoGtcvDbqDrmwr6dzdVP9gLuK76dLpVFuca
11622,0.005,SOL,2022-01-13,7EfahS6Y2qoGtcvDbqDrmwr6dzdVP9gLuK76dLpVFuca,7EfahS6Y2qoGtcvDbqDrmwr6dzdVP9gLuK76dLpVFuca
11623,6.876,SOL,2022-01-13,7c3GcSu41U2PYGrhdVfJgPGptuWJeNXvAcAUQ9xdWmhg,7c3GcSu41U2PYGrhdVfJgPGptuWJeNXvAcAUQ9xdWmhg
11624,6.876,SOL,2022-01-13,7c3GcSu41U2PYGrhdVfJgPGptuWJeNXvAcAUQ9xdWmhg,7c3GcSu41U2PYGrhdVfJgPGptuWJeNXvAcAUQ9xdWmhg
11625,0.742,SOL,2022-01-13,7fEv1Pi9gGryFsfCgKdkDFMiWPoaarcDV3wp7iDwKqDY,7fEv1Pi9gGryFsfCgKdkDFMiWPoaarcDV3wp7iDwKqDY
11626,0.742,SOL,2022-01-13,7fEv1Pi9gGryFsfCgKdkDFMiWPoaarcDV3wp7iDwKqDY,7fEv1Pi9gGryFsfCgKdkDFMiWPoaarcDV3wp7iDwKqDY
11627,0.7,SOL,2022-01-13,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9
11628,0.7,SOL,2022-01-13,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9,7fay6fzfGtGXSYEEeh3S6WTxy8XQdYN1k6swQssBYPW9
11629,0.007,SOL,2022-01-13,7hGxCcTAyG14qsw9m1DBNU26SQBbKPe1QBQSQTUkvha,7hGxCcTAyG14qsw9m1DBNU26SQBbKPe1QBQSQTUkvha
11630,0.007,SOL,2022-01-13,7hGxCcTAyG14qsw9m1DBNU26SQBbKPe1QBQSQTUkvha,7hGxCcTAyG14qsw9m1DBNU26SQBbKPe1QBQSQTUkvha
